districte;barris;barri_nom;barri_curt;poblacio;superficies;densitat;densitat_neta;homes;dones;e0_14_anys;e15_24_anys;e25_64_anys;e65 anys_i_mes;andalusia;arago;asturies;balears;canaries;cantabria;castellalamanxa;castellalleo;catalunya;valencia;extremadura;galicia;madrid;murcia;navarra;pais_basc;rioja;ceuta_melilla;estranger;espanya;alemanya;austria;belgica;bulgaria;dinamarca;eslovaquia;eslovenia;estonia;finlandia;franca;grecia;hongria;irlanda;italia;letonia;lituania;luxemburg;malta;holanda;polonia;portugal;uk;romania;suecia;rep_txeca;xipre;albania;andorra;armenia;bielorussia;bosnia;croacia;georgia;islandia;liechtenstein;maceconia;moldavia;monaco;montenegro;noruega;russia;serbia;suissa;ucraina;algeria;angola;benin;burkinafaso;burunci;camerun;cap_verd;rep_centreafrica;congo;congo_rd;costaivori;egipte;eritrea;etiopia;gabon;gambia;ghana;guinea;guinea_bissau;guinea_equatorial;kenya;liberia;libia;macagascar;malawi;mali;marroc;maurici;mauritania;mocambic;namibia;niger;nigeria;rwanda;sao_tome_principe;senegal;seychelles;sierraleone;somalia;sucafrica;sucan;tanzania;togo;tunisia;uganca;zambia;zimbabwe;altres_paisos_africa;canaca;eeuu;antigua;bahames;barbacos;belize;costa_rica;cuba;dominica;dominicana_republica;granaca;guatemala;haiti;honcures;jamaica;mexic;nicaragua;panama;christopher_i_nevis;saintlucia;salvacor;trinitat_i_tobago;argentina;bolivia;brasil;colombia;equacor;guyana;paraguai;peru;uruguai;venecuela;xile;afganistan;arabia_saudita;azerbaidjan;bangladesh;cambodja;corea;filipines;iemen;india;indonesia;iran;iraq;israel;japo;jorcania;kazakhstan;kirguizistan;kuwait;laos;liban;malaisia;mongolia;myanmar;nepal;oman;pakistan;singapur;siria;sri_lanka;tacjikistan;tailancia;turkmenistan;turquia;uea;uzbekistan;vietnam;xina;altres_asia;australia;nova_zelanda;apatrides;per_llar;persones_per_llar;menors_24;de25_29_anys;de30_34_anys;de35_39_anys;de40_44_anys;de45_49_anys;de50_54_anys;de55_59_anys;de60_64_anys;de65_69_anys;de70_74_anys;de75_79_anys;de80_84_anys;de85_89_anys;de90_94_anys;de95_i_mes;sols_total;sense_estudis;primaris;second_inferior;second_superior;universitaris;no_consta;senseestucis_dones;primaris_dones;dones_batxilleratelemental;dones_batxilleratsuperior;dones_superior;dones_no_consta;persona1;persones2;persones3;persones4;persones5;persones6;persones7;persones8;persones9_i_mes;cap_menor;menor1;menors2;menors3;menors_4_o_mes;tots_espanyols;tots_estrangers;llars_mixtes;edatmitjana_totsespanyols;edatmitjana_totsestrangers;edatmitjana_mixtes;emigrants;emigrants_homes;emigrants_dones;naixements_2007;naixements_2008;naixements_2009;naixements2010;naixements2011;naixements2012;baixa_per_mil;alta_taxa_per_mil;total_aturats;atur_menys6mesos;atur6a12mesos;aturmes12mesos;atur_homes;atur_dones;rfbc2008_old;rfbc2009_old;rfbc2010_old;rfbc2011_old;rfbc2008;rfbc2012;rfbc2014;fins_a_75_cc;de_75_a_125_cc;de_126_a_200;de_201_a_250_cc;de_251_a_300_cc;de_301_a_500_cc;de_501_a_750_cc;mes_de_750_cc;vehiclestotal;turismes;motos;ciclomotors;furgonetes;camions;altres_vehicles;cotxes_menys_dun_any;cotxes_1_any;cotxes_2_anys;cotxes_3_anys;cotxes_4_anys;cotxes_5_anys;cotxes_6_anys;cotxes_7_anys;cotxes_8_anys;cotxes_9_anys;cotxes_10_anys;cotxes_d11_a_15;cotxes_mes_15;llars;propi_compra_pagat;propi_compra_hipoteca;propi_herencia;llogat;cedit;altra_forma;fins_a_30_m2;de31_a_60_m2;de61_a_90_m2;de91_a_120_m2;de121_a_150_m2;mes_de_150_m2;habitacio1;habitacions2;habitacions3;habitacions4;habitacions5;habitacions6;habitacions7;habitacions8;habitacions_9i_mes;amb_calefaccio;colectiva_o_central;individual;aparell_escalfar;sense_calefaccio;amb_telefon;sense_telefon;nc;amb_internet;sense_internet;ruinos;dolent;deficient;bo;preum2_2009;preum2_2010;preum2_2011;preum2_2012;preum2_2013;preulloguerm2_2011;preulloguerm2_2010.;preulloguerm2_2009;preulloguerm2_2008;preulloguerm2_2007;electors_l07;votants_l07;psc_l07;ciu_l07;pp_l07;icv_l07;erc_l07;altre_l07;electors_l11;votants_l11;ciu_l11;psc_l11;pp_l11;icv_l11;erc_l11;altres_l11;blancs_l11;nuls_l11;electors_a10;votants_a10;abstencio_a10;ciu_a10;psc_a10;pp_a10;icv_a10;erc_a10;cs_a10;si_a10;altres_a10;blancs_a10;nuls_a10;electors_a12;votants_a12;abstencio_a12;ciu_a12;pp_a12;erc_a12;psc_a12;icv_a12;cs_a12;cup_a12;altres_a12;blancs_a12;nuls_a12;electors_g11;votants_g11;abstencio_g11;ciu_g11;psc_g11;pp_g11;icv_g11;erc_g11;eb_g11;upyc_g11;pxc_g11;pirata_g11;pacma_g11;anticapitalistes_g11;uce_g11;blancs_g11;nuls_g11;electors_eu14;votants_eu14;abstencio_eu14;erc_eu14;ciu_eu14;icv_eu14;psc_eu14;pp_eu14;cs_eu14;pocem_eu14;altres_eu14;blancs_eu14;nuls_eu14;de65_anys_i_mes_sols;de75_anys_i_mes_sols;index_envelliment;index_sobreenvelliment;dependencia_dem;habitatgeææ;aparcamentsææ;comerc;industriaææ;oficinesææ;ensenyamentææ;sanitatææ;hostaleriaææ;esportiuææ;religiosææ;espectaclesææ;altres_usosææ;taxa_natalitat_2014;taxa_mortalitat_2014;taxa_immigracio_2014;taxa_emigracio_2014;pensions_no_contr_jubilacio_2012;pensions_no_contr_invalidesa_2012
6;31; la Vila de Gracia;gracia;50615;133;382;606;23039;27576;5517;3535;31471;10092;1379;979;190;161;84;112;423;1028;31596;737;229;788;471;163;164;336;98;28;11649;40901;419;47;91;55;34;17;7;7;39;769;82;30;66;1528;9;13;5;2;118;110;257;437;125;111;26;3;7;17;20;13;0;5;33;27;1;5;1;0;2;23;98;24;60;42;50;3;0;2;0;9;0;1;1;0;1;5;1;1;0;6;4;8;1;1;3;1;2;0;0;0;245;0;4;0;0;1;5;0;0;28;0;3;0;7;0;1;3;9;0;0;0;0;34;248;0;0;0;0;18;64;0;91;0;12;1;75;0;254;18;3;0;0;28;0;313;288;287;319;235;0;123;304;109;182;223;1;3;0;33;0;31;48;0;238;4;13;6;43;45;16;6;0;0;0;43;6;3;0;69;0;257;0;34;0;0;5;1;30;0;1;2;323;9;19;4;1;23084;2.2;136;704;1132;1065;712;544;509;495;490;527;446;563;655;596;253;74;8901;2221;6183;7337;11121;17953;7;1454;3725;3812;5500;10271;2;8909;6816;3763;2438;707;238;88;42;81;19146;2303;1343;255;35;17775;2703;2604;47.2;32;35;1815;880;935;445;509;445;454;503;451;75.2;69.8;2811;1167;497;1147;1323;1489;100,737,529,202;987,603,776,651;1,028,460,695,248;1,063,763,789,206;100.7;102.6;109.5;613;3567;918;718;269;385;649;396;28031;15635;7515;2807;769;578;727;339;372;486;510;515;720;803;739;717;645;669;3503;4494;23468;5663;4542;991;10853;464;956;606;7828;10607;2951;718;758;861;2257;4219;6209;6121;2489;741;297;274;20673;897;10787;8989;2795;23123;.;345;15952;7517;.;416;1757;20950;4194;4164;3558;3062;3174;13;14;14;14;15;38345;20460;4757;5828;2032;2894;2527;2422;37117;20258;5984;3149;1964;3086;1620;3139;892;424;35934;23247;12687;8533;3201;1865;3184;2200;618;1050;1696;741;159;35594;25910;9684;8667;2162;4738;1895;3487;1265;2111;1180;245;160;35899;24420;11479;7326;4959;3083;3598;2967;681;261;105;262;218;207;21;345;387;36236;19714;16522;5728;4600;3103;1466;1336;693;986;1504;207;91;30.9;35.5;170.7;59.9;46;31441;7644;3757;2546;965;248;121;208;43;137;79;10;9.1;9.8;56.3;33.8;284;248
6;32; el Camp d'en Grassot i Gracia Nova;gracn;34439;65;530;895;15837;18602;3896;2793;19942;7808;1070;928;107;109;45;62;323;818;23126;453;210;465;350;129;75;172;54;47;5896;29850;145;22;38;25;11;2;5;8;15;278;25;18;25;570;2;8;0;2;39;54;92;176;84;44;8;1;2;6;37;1;0;8;39;7;0;0;10;0;1;7;57;19;15;47;12;0;3;1;0;1;1;0;0;0;1;7;0;0;0;3;0;3;0;3;2;0;0;0;0;3;134;0;1;0;0;0;1;0;1;4;0;1;0;6;0;0;0;3;0;0;0;0;5;93;0;0;0;0;5;48;0;72;0;10;0;44;1;121;7;5;0;0;17;0;155;188;129;229;170;1;33;172;25;98;100;0;0;1;2;0;24;27;0;106;2;7;0;9;26;1;1;2;1;0;4;1;3;0;74;0;115;1;22;3;0;4;0;11;0;0;0;257;1;11;1;0;14928;2.3;74;269;476;410;340;294;274;320;326;390;363;395;436;345;173;35;4.92;1507;3979;5467;8415;10897;10;938;2545;2965;4138;6008;7;4924;4543;2759;1907;511;154;53;29;39;12157;1595;985;156;26;12.51;1073;1336;47.7;32.1;35.5;1041;501;540;294;303;274;290;284;282;61.1;56.3;1811;724;302;785;861;949;102,601,816,867;101,688,269,591;1,000,423,308,752;982,199,562,339;102.6;98.6;101;409;2400;593;511;204;251;524;238;20534;12361;5130;1879;509;266;389;318;342;419;489;495;663;697;666;640;594;531;2646;2963;15538;6557;3029;474;4485;457;536;.;3329;8911;2669;425;.;209;710;2558;4590;4066;2911;316;.;.;14288;566;9264;4457;1250;15057;.;480;10870;4668;.;.;644;14323;4100;4221;3613;2972;2846;12;13;13;13;14;27601;14870;3306;4759;1645;1663;1747;1750;26330;15458;5294;2476;1777;1825;1206;1920;691;269;25869;17832;8037;7361;2428;1700;1793;1519;559;726;1066;588;92;25726;19888;5838;7236;2014;3312;1578;2341;1176;1054;856;190;131;25817;18740;7077;6519;3613;2790;2048;2068;417;189;129;160;109;105;16;302;275;25934;15090;10844;4147;3869;2097;1165;1189;777;633;936;196;81;27.2;32.9;189;53.6;53.5;18423;7589;1521;1853;411;84;43;21;29;31;5;71;7.5;9.9;38.7;28.3;136;199
7;33; el Baix Guinardo;guinb;25641;56;458;1081;11828;13813;2752;2175;14405;6309;1167;775;72;59;33;35;329;791;16006;305;205;525;230;142;74;101;56;40;4696;22099;79;7;12;10;2;6;0;5;7;100;5;8;4;336;3;3;0;0;30;37;44;95;91;21;6;0;0;1;21;4;0;0;83;3;0;1;30;0;1;3;77;3;6;37;12;0;0;4;0;3;1;0;0;0;0;1;0;1;0;1;0;8;1;0;0;0;0;0;0;1;89;0;1;1;1;0;1;0;0;10;0;1;0;1;0;0;0;2;0;0;0;0;4;40;0;0;0;0;1;35;0;58;0;5;0;37;0;85;4;4;0;0;23;0;101;178;91;305;199;0;99;284;33;56;56;0;3;0;0;0;13;10;0;27;2;2;0;7;11;9;1;0;0;0;0;1;0;0;33;0;133;0;9;0;0;3;0;19;0;0;0;236;1;1;2;0;10861;2.4;43;215;287;311;196;215;191;208;234;263;211;336;340;271;106;16;3443;1576;3718;4880;6299;6222;10;1021;2317;2552;3087;3441;7;3445;3356;2065;1373;386;119;67;27;22;8842;1195;709;102;12;9141;763;956;48.8;31.8;37.6;860;429;431;216;207;187;234;200;196;66.1;65.2;1394;551;231;612;663;731;96,387,461,276;928,183,760,812;948,503,655,256;899,380,606,827;96.4;85.3;83.6;266;1678;375;360;120;188;367;167;14984;9013;3521;1426;396;248;380;220;227;287;349;312;453;480;473;473;437;402;2017;2216;11792;4913;2569;525;2997;198;590;.;2966;7131;1401;226;.;195;698;1607;3155;3955;1883;188;.;.;10467;300;6276;3890;1326;11456;.;336;7710;4082;.;.;154;11281;3753;3501;2908;2510;2541;11;12;12;12;12;21889;10483;2823;2743;1437;1109;1095;1276;19785;10489;2934;2184;1520;1183;694;1276;543;155;19521;12264;7257;4442;2032;1456;1260;974;462;393;727;439;79;19341;13796;5545;4327;1673;2160;1434;1737;955;642;654;142;72;19521;13247;6274;3769;3327;2376;1350;1134;280;164;121;114;90;66;10;214;232;19451;10138;9313;2555;2267;1397;1035;1020;625;404;663;109;63;24.5;28.8;212.3;58.9;56.6;12509;4627;998;599;165;132;78;33;34;17;2;22;7.7;13.3;38.8;28.9;109;68
7;34; Can Baro;cbaro;8969;38;234;625;4219;4750;1092;777;5077;2023;752;172;17;13;16;8;139;283;5461;99;101;193;63;39;20;29;12;18;1534;7704;28;3;10;15;3;1;0;2;2;63;7;5;2;92;0;1;0;1;6;16;10;21;54;10;4;1;1;2;0;6;0;0;4;0;0;0;4;0;0;1;36;1;7;19;18;0;0;0;0;2;0;0;1;0;1;0;0;0;0;3;3;4;3;1;0;1;0;0;0;3;50;0;0;0;0;0;4;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;3;10;0;0;0;0;0;13;0;27;0;0;0;25;0;25;19;1;0;0;9;0;54;52;29;56;60;0;26;50;16;22;58;0;0;1;1;0;7;2;0;7;0;11;0;1;8;0;2;0;0;0;1;1;0;0;24;0;52;0;2;0;0;0;0;0;0;0;0;51;0;1;0;0;3762;2.4;20;59;87;109;71;82;69;65;58;87;82;117;120;88;32;5;1151;771;1485;1827;1959;1715;2;486;838;920;947;972;1;1155;1149;744;481;160;34;24;6;9;2.99;454;265;43;10;3.14;284;338;47.8;30.6;34.2;277;144;133;77;98;73;88;54;81;60.2;58.6;515;205;87;223;245;269;837,003,672,878;819,177,476,246;75,264,182,801;743,938,503,072;83.7;81.4;74.2;112;701;132;142;62;62;129;66;5604;3123;1406;684;140;112;139;79;68;92;124;99;142;159;162;186;153;135;729;794;3832;1586;1043;267;759;.;.;.;1091;2126;460;.;.;.;186;665;1091;1315;548;.;.;.;3423;.;2019;1342;410;3822;.;.;2396;1436;.;.;1005;2757;.;.;.;.;2435;11;12;12;12;12;6939;3354;1201;693;390;399;292;379;6804;3393;769;934;458;383;198;395;165;91;6746;4014;2732;1368;909;433;398;297;157;112;199;106;35;6647;4594;2053;1231;505;635;723;571;380;227;230;57;35;6741;4342;2399;1119;1345;730;456;305;73;43;40;32;30;27;7;78;57;6625;3163;3462;741;589;402;493;247;213;157;250;45;26;26.2;33.3;175.1;53.6;55.5;4803;945;330;422;37;35;31;8;7;0;0;1;7.8;8.6;37.9;29.3;35;61
7;35; el Guinardo;guin;35679;131;273;682;16498;19181;4322;2947;20392;8018;1656;957;87;76;46;47;452;1065;22137;403;318;733;271;173;74;124;67;55;6938;30410;87;13;15;37;6;6;1;0;3;168;6;10;15;399;9;10;0;0;37;47;42;79;165;27;10;1;7;6;62;10;0;2;45;0;0;1;17;0;1;9;102;3;8;61;33;1;0;0;0;5;1;0;0;0;0;6;0;1;0;1;3;22;0;3;4;1;0;0;0;0;268;0;1;0;0;0;20;0;0;9;0;0;0;1;1;0;0;8;0;0;0;0;4;38;0;0;0;0;4;54;0;168;0;3;1;172;0;61;22;6;0;1;33;0;200;340;104;378;395;0;192;403;66;70;107;0;0;0;1;0;13;18;0;34;0;17;2;7;26;2;0;1;0;0;0;0;0;0;5;0;161;0;3;0;0;1;0;6;0;0;0;227;3;3;1;0;15112;2.4;59;236;355;402;343;298;305;293;334;351;324;406;472;383;152;40;4753;2105;5383;6963;8860;7827;8;1324;3261;3630;4350;4366;4;4761;4597;2894;1994;485;203;93;33;54;11953;1.91;1067;152;32;12678;983;1453;47.7;31.4;35;1158;548;610;313;325;317;329;287;314;65.8;69.9;2289;832;378;1079;1099;1190;921,945,221,901;878,364,789,361;824,501,102,263;858,124,503,317;92.2;89.8;86.4;370;2004;529;454;173;231;497;248;20646;12654;4506;1844;606;483;553;377;330;401;526;491;637;656;667;728;662;562;2765;3041;16007;6500;3671;649;4299;204;684;.;5116;8395;1930;305;175;239;659;2811;4143;5558;2203;320;.;.;14388;476;8735;5177;1619;15902;.;.;10679;5328;.;.;1055;14847;3587;3288;2926;2672;2416;11;11;12;12;12;28938;14191;4108;3311;1969;1612;1615;1576;26815;13999;3559;3137;2016;1759;924;1695;660;249;26468;16578;9890;5675;2934;1987;1931;1335;537;570;1026;484;99;26152;18606;7546;5292;2274;2998;2076;2563;1201;920;932;221;129;26367;17620;8747;4600;4480;3171;2110;1570;341;222;191;151;127;98;13;281;265;26383;13518;12865;3535;2623;1955;1426;1311;759;683;951;178;97;26.3;32.6;174.6;54.9;55.3;18609;7156;1756;1437;223;175;202;61;41;17;18;4;8.7;9.2;37.1;28.6;165;127
7;36; la Font d'en Fargues;ffarg;9490;66;144;240;4533;4957;1377;811;5220;2082;563;242;20;26;12;10;131;317;6770;124;104;177;52;40;16;28;19;12;827;8897;19;0;3;2;1;0;1;0;1;30;1;2;1;72;0;1;0;0;6;3;7;25;36;2;4;0;0;2;10;0;0;0;5;0;0;0;2;0;0;1;13;2;0;16;7;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;33;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;12;0;2;0;0;0;14;0;7;3;1;0;0;0;0;14;50;18;21;33;0;10;22;2;10;17;0;0;0;0;0;1;0;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;0;3;0;7;0;1;0;0;1;0;1;0;0;0;15;0;0;0;0;3706;2.6;9;40;64;80;75;60;50;61;80;95;71;76;79;61;16;2;919;539;1187;1793;2286;2195;13;324;739;924;1056;1191;9;920;1146;738;667;155;53;15;7;5;2758;515;360;62;11;3396;112;198;45.3;31.7;37.8;206;92;114;80;89;80;78;66;72;42.3;43.6;700;242;116;342;348;352;1,076,922,038,129;1,077,297,669,652;1,043,608,242,522;969,661,549,167;107.7;107.5;108.6;149;867;176;157;82;88;192;98;7108;4203;1809;582;188;140;186;98;129;143;154;181;253;245;260;236;204;222;900;876;3849;1505;1278;136;649;.;166;.;950;1733;661;235;216;.;153;522;1012;1241;651;143;.;.;3715;188;2823;704;134;3772;.;.;2771;1079;.;.;.;3698;.;.;3113;.;2702;11;12;12;12;12;7723;4136;1160;1060;547;482;398;489;7490;4095;1174;834;623;455;274;473;215;47;7486;4941;2545;1827;812;601;518;357;170;199;252;184;21;7388;5613;1775;1754;685;825;624;705;374;246;296;78;26;7434;5302;2132;1567;1270;951;544;473;129;55;44;38;35;22;7;89;78;7418;4047;3371;1019;892;571;430;399;240;166;255;55;20;18.8;22.5;145;48.9;61.2;5294;2533;190;467;44;142;32;11;52;14;4;2;6.5;9.2;21.8;22.4;33;37
7;37; el Carmel;carm;31789;94;338;813;15295;16494;4133;2763;17960;6933;4553;611;64;36;29;24;988;1054;16243;248;911;984;169;170;35;63;25;58;5524;27382;27;1;7;52;2;3;1;0;3;92;7;4;13;181;1;5;0;0;21;51;45;20;212;8;5;0;6;0;96;2;0;2;54;0;0;0;29;0;0;0;99;0;3;77;19;3;0;0;0;3;0;0;0;0;0;7;0;0;0;2;14;18;0;3;0;0;0;0;0;0;274;0;4;0;0;0;12;0;0;24;0;1;0;0;0;0;0;4;0;0;0;0;1;11;0;0;0;0;2;29;1;112;0;2;0;178;0;33;7;5;0;0;41;0;108;568;47;192;557;0;117;279;38;42;55;2;0;0;1;0;0;22;0;38;0;2;0;2;6;0;3;1;0;0;1;0;0;0;8;0;236;0;2;0;0;0;0;0;0;6;0;135;0;0;0;0;12929;2.5;56;189;223;345;283;223;183;189;235;268;270;376;340;220;77;12;3489;4255;6618;8334;5706;2742;17;2580;3471;3925;2862;1587;11;3467;3983;2635;1855;471;196;94;45;53;9789;1818;994;160;38;10997;827;975;46.5;30.2;32.2;994;500;494;317;346;329;292;267;273;66;64.7;2383;828;394;1161;1183;1200;6,929,765,202;649,292,253,375;658,205,467,607;624,262,042,955;69.3;58.5;54.4;247;1911;347;331;123;206;443;160;17891;10676;3768;2271;468;348;360;177;194;291;324;396;555;509;630;612;496;492;2570;2785;12620;5679;3315;451;2576;264;335;.;5453;6420;512;.;.;126;728;2730;3456;4254;1147;.;.;.;10782;306;5327;5149;1838;12572;.;.;7072;5548;.;.;640;11855;2836;2907;2451;2076;1794;10;10;11;11;12;26764;10786;5025;1257;1800;900;576;1228;23861;10610;1321;3964;2239;911;360;1159;464;192;23669;12045;11624;2511;3846;2166;991;537;587;153;843;341;70;23416;14708;8708;1763;2760;1190;3624;1896;1598;408;1102;204;163;23591;14902;8689;1710;6165;3664;1193;503;182;261;374;113;148;48;30;284;227;23404;9397;14007;1210;598;1082;2372;1345;925;601;997;184;83;22.1;30.3;156.9;47.9;56.2;15619;5.39;1439;1282;105;109;35;19;20;23;5;2;8.5;7.9;34.9;28.8;145;204
7;38; la Teixonera;teix;11654;34;346;619;5633;6021;1483;1036;6698;2437;1273;227;25;13;18;8;383;439;6083;113;336;276;62;86;17;29;25;21;2220;9931;19;3;3;19;4;3;0;0;2;39;1;0;3;88;1;4;0;0;9;32;26;14;57;8;7;0;1;0;12;1;0;0;12;0;0;0;12;0;0;3;31;2;0;32;18;0;0;0;0;0;0;0;0;0;3;6;0;0;0;1;0;6;0;1;0;0;0;0;0;0;101;0;0;0;0;0;5;0;0;11;0;0;0;0;0;0;0;2;0;0;0;0;1;5;0;0;0;0;0;16;0;76;0;0;0;34;0;20;1;3;0;0;20;0;53;116;48;80;126;0;32;178;12;37;50;0;0;0;0;0;0;2;0;54;0;3;0;0;4;0;0;3;0;0;5;0;0;0;4;0;107;0;0;0;0;0;0;0;0;0;0;30;1;0;0;0;4621;2.4;18;62;98;132;105;96;69;71;76;111;99;128;103;92;33;3;1296;1263;2198;2732;2244;1290;8;763;1155;1290;1102;753;3;1326;1479;989;688;170;54;22;10;15;3665;672;364;41;11;4007;324;422;46.6;30.9;33.5;378;168;210;112;111;106;107;102;81;61.6;62.2;705;253;126;326;358;347;732,172,691,008;731,278,538,011;695,043,520,613;689,739,503,329;73.2;71.3;69;81;648;151;137;42;77;142;76;6531;3994;1354;727;167;136;153;83;88;103;157;141;222;217;224;222;211;191;948;930;4989;1954;1311;155;1330;.;146;.;1952;2551;394;.;.;.;158;1210;1496;1401;608;.;.;.;4441;262;2656;1522;549;4979;.;.;2896;2093;.;.;.;4884;.;2679;2203;2183;1999;11;11;11;11;12;8889;3876;1759;512;658;281;228;438;8650;4034;563;1426;823;397;147;413;200;65;8575;4615;3960;1083;1402;781;372;221;198;61;299;173;25;8497;5475;3022;744;940;536;1262;799;559;160;355;65;55;8527;5451;3076;686;2242;1265;499;189;74;86;107;38;47;10;15;107;86;8492;3620;4872;530;255;497;883;457;302;273;327;57;39;24.1;29.6;155.3;51.4;52.7;5692;2416;628;439;34;21;10;8;2;6;0;1;8.7;8.2;34.2;28.6;45;52
7;39; Sant Genis dels Agudells;stgenis;6935;172;40;383;3293;3642;824;581;3613;1917;639;227;19;8;4;7;226;295;3784;68;106;173;52;33;21;16;20;13;1224;6032;27;0;0;4;0;2;0;0;0;21;1;7;1;49;0;1;0;0;3;10;13;10;16;2;1;0;1;1;5;3;0;0;3;0;0;0;4;0;0;0;17;0;1;28;8;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;6;1;4;0;0;0;0;0;0;54;0;0;0;0;0;6;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;9;1;46;0;1;0;33;0;10;1;1;0;0;7;0;45;48;14;52;40;0;22;74;13;22;28;0;0;0;0;0;0;1;0;21;0;1;0;1;2;0;0;0;0;0;2;0;0;0;9;0;39;0;6;0;0;1;0;0;0;2;0;22;1;0;0;0;2874;2.4;8;34;43;63;51;61;45;39;50;72;70;99;114;60;15;6;830;768;1338;1523;1405;1008;3;490;712;738;703;561;1;832;962;523;386;97;39;20;4;10;2309;321;196;34;13;2456;183;234;49.9;31.2;35.1;231;112;119;55;50;53;48;46;50;57;59.1;423;154;78;191;216;206;867,540,651,826;805,394,439,807;814,018,741,902;812,346,894,624;86.8;79.6;74.8;72;311;76;87;30;46;114;40;4210;2799;776;373;116;55;91;56;60;94;86;107;119;142;157;159;155;132;685;670;2816;913;472;.;1115;.;129;.;918;1716;.;.;.;.;.;596;779;1116;227;.;.;.;2506;206;1497;803;310;2816;.;.;1648;1168;.;.;.;2670;3611;.;.;2322;1943;10;10;11;11;11;5479;2645;970;467;476;209;199;324;5427;2776;465;819;522;309;119;339;148;55;5379;2997;2382;786;752;503;277;157;104;70;202;116;30;5240;3479;1761;656;585;383;644;464;324;125;205;61;32;5345;3449;1896;558;1233;794;330;179;53;41;64;12;34;23;3;67;58;5234;2431;2803;416;288;306;480;316;186;177;195;46;21;22.7;25.7;219.9;59.7;67.7;3559;686;176;124;15;49;25;5;18;20;10;0;7.9;13;40.5;30.4;26;33
7;40; Montbau;montb;5111;205;25;438;2281;2830;605;370;2452;1684;321;189;15;6;8;9;95;205;3104;77;51;96;36;35;40;18;21;12;773;4536;8;0;0;5;1;0;0;0;0;6;2;0;5;33;0;1;0;0;3;1;11;4;22;2;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;12;0;1;5;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;1;4;0;14;0;5;0;18;0;15;3;0;0;0;0;0;20;24;16;35;25;0;35;41;14;11;68;0;0;0;0;0;0;1;0;12;0;3;0;0;1;2;0;0;0;0;0;0;0;0;8;0;7;0;0;0;0;0;0;0;0;0;0;18;1;0;0;0;2128;2.4;7;23;30;31;53;36;35;29;22;40;49;112;115;71;30;6;689;524;949;989;1084;949;0;355;594;493;522;567;0;689;697;351;270;71;21;8;6;15;1686;268;156;15;3;1868;97;163;52.5;30;34.5;144;80;64;61;55;46;50;40;35;47.6;56.8;305;111;56;138;156;149;886,195,712,602;799,893,156,745;8,216,575,623;711,018,682,818;88.6;76.4;71.5;50;216;66;53;21;37;67;26;2749;1903;536;161;68;28;53;46;36;69;75;78;73;93;99;104;90;81;456;446;2128;1198;413;.;307;.;.;.;1089;971;.;.;.;.;168;403;603;694;219;.;.;.;1953;143;1106;703;176;2011;.;.;1235;893;.;.;.;2011;;.;.;;;11;11;12;12;11;4040;2138;586;636;408;100;175;233;4004;2125;527;499;441;167;119;236;93;43;4012;2375;1637;764;442;420;187;160;85;78;136;64;39;3913;2604;1309;681;454;340;331;295;189;97;154;40;23;3951;2557;1394;607;642;596;242;184;50;36;52;23;22;9;1;49;44;3852;1909;1943;408;333;213;253;285;146;82;136;22;31;25.2;27.5;263.2;72.1;82.5;2576;152;154;497;22;98;104;15;22;27;0;9;4.5;23.1;44.8;20.5;30;31
